"Location","Pointers","Byte Count","String Value","New String Value"
"1172b0","14CB88","6","市街戦","Urban Combat"
"1172b8","14CB8C","12","ヘリコプター","Helicopter"
"1172c8","14CB94","22","トライフォーメーション","Zillion II: The Tri Formation"
"1172e0","14CBAC|14CDC8","4","赤い","Red"
"1172e8","14CBB0","8","ジリオン","Zillion"
"1172f4","14CC00","10","アーリエル","Crystal Warriors"
"117300","14CC18","10","姫様の活躍","The Princess's Heroics"
"11730c","14CC1C","4","占領","Job"
"117314","14CC24","16","ＧＧアレスタＩＩ","Power Strike II"
"117328","14CC3C","16","パイロット候補生","Pilot Cadet"
"11733c","14CC40","4","戦闘","Battle"
"117344","14CC6C","12","ソロモンの鍵","Solomon's Key"
"117354","14CC84","4","洞窟","Cave"
"11735c","14CC88","8","財宝獲得","Treasure Acquisition"
"117368","14CC90","16","ダブルターゲット","Quartet"
"11737c","14CCA8","16","宇宙船の中の２人","Two People Inside a Spaceship"
"117390","14CCAC","8","生き残り","Survival"
"11739c","14CCB4","14","ダブルドラゴン","Double Dragon"
"1173ac","14CCD0","8","敵を倒せ","Defeat Enemies"
"1173b8","14CCD8","22","チャンピオン　プロレス","Champion Pro Wrestling"
"1173d0","14CCF0|14D978","12","チャンピオン","Champion"
"1173e0","14CCF4|14E234","8","プロレス","Pro Wrestling"
"1173ec","14CCFC","16","アルゴスの十字剣","Argos no Juujiken"
"117400","14CD14","8","アルゴス","Argos"
"11740c","14CD18","6","十字剣","Crossed Sword"
"117414","14CD20","22","エイリアンシンドローム","Alien Syndrome"
"11742c","14CD38","10","宇宙船の中","Inside a Spaceship"
"117438","14CD44","28","ＣＡＰＴＡＩＮ　ＳＩＬＶＥＲ","Captain Silver"
"117458","14CD5C","4","船長","Captain"
"117460","14CD60","8","シルバー","Silver"
"11746c","14CD68","24","ファイナル　バブルボブル","Final Bubble Bobble"
"117488","14CD80","10","ファイナル","Final"
"117494","14CD84","12","バブルボブル","Bubble Bobble"
"1174a4","14CD8C","18","ＤＡＲＡＩＲＡＭＡ","DARAIRAMA"
"1174b8","14CDA4","8","輪廻転生","Reincarnation"
"1174c4","14CDAC","18","自伝シューティング","Autobiographical Shooting"
"1174d8","14CDB0","18","赤い光弾　ジリオン","Red Photon Zillion"
"1174ec","14CDCC","4","光弾","Photon"
"1174f4","14CDD4","16","魔王ゴルベリアス","Golvellius: Valley of Doom"
"117508","14CDEC","10","魔王の軍勢","Demon King's Army"
"117514","14CDF0","10","斬りぬける","Slash Through"
"117520","14CDF8","8","魔界列伝","Kung Fu Kid"
"11752c","14CE10","8","都の危機","Capital Crisis"
"117538","14CE14","6","救世主","Savior"
"117540","14CE40","12","ショパン３世","Chopin III"
"117550","14CE58","14","クラシック怪盗","Classic Phantom Thief"
"117560","14CE5C","14","指揮棒と予告状","Baton and Calling Card"
"117570","14CE60","16","罠アドベンチャー","Trap Adventure"
"117584","14CE64","8","オパオパ","Fantasy Zone: The Maze"
"117590","14CE7C","18","子供時代のオパオパ","Young Opa-Opa"
"1175a4","14CE80","8","食欲旺盛","Big Appetite"
"1175b0","14CE88","22","エンデューロ　レーサー","Enduro Racer"
"1175c8","14CEA0","8","泥だらけ","Mud-covered"
"1175d4","14CEA4","10","モトクロス","Motocross"
"1175e0","14CEAC","14","ナスカ　’８８","Aztec Adventure"
"1175f0","14CEC4","8","遺跡発見","Discovered Ruins"
"1175fc","14CEC8","8","黄金伝説","Golden Legend"
"117608","","22","ＢＬＡＤＥ　ＥＡＧＬＥ",""
"117620","","10","ＢＬＡＤＥ",""
"11762c","","10","ＥＡＧＬＥ",""
"117638","","16","ＧＧポートレート",""
"11764c","14CF0C|14CF30","6","キッズ","Kids"
"117654","14CF10","12","パイ・チェン","Pai Chan"
"117664","14CF14|14CF38","12","ポートレート","Portrait"
"117674","14CF34","12","ゆうきあきら","Akira Yuki"
"117684","","18","トージャム＆アール",""
"117698","14CF54","10","トージャム","ToeJam"
"1176a4","14CF58","6","アール","Earl"
"1176ac","14CF60","14","アートアライブ","Art Alive"
"1176bc","14CF78","8","お絵かき","Drawing"
"1176c8","14CF7C","8","動いてる","Moving"
"1176d4","14CF80","16","エデュケイション","Educational"
"1176e8","14CF84","8","六畳マン","Rokujo Man"
"1176f4","14CF9C","8","貧乏一間","Poor One-Room Apartment"
"117700","14CFA0","10","幸せな仲間","Happy Friends"
"11770c","14CFA4","24","かくれんぼアドベンチャー","Hide 'n Seek Adventure"
"117728","14CFCC","10","パルスマン","Pulseman"
"117734","14CFE4","4","電流","Electric Current"
"11773c","14CFE8","10","パルス人間","Pulse Human"
"117748","14CFF0","26","ファンタシースター　復刻版","Phantasy Star (Reprint Ed.)"
"117764","14D008|14D14C","14","へんなトンネル","Weird Tunnel"
"117774","14D00C|14D150","20","３人パーティー＋１匹","3-Person Party + 1 Monster"
"11778c","14D010|14D154","14","正統派ロープレ","Classic RPG"
"11779c","14D038","10","フリッキー","Flicky"
"1177a8","14D050","4","親鳥","Bird Parent"
"1177b0","14D054","8","雛の回収","Rescuing Chicks"
"1177bc","14D05C","18","超音戦士ボーグマン","Cyborg Hunter"
"1177d0","14D074","8","超音戦士","Super Sonic Warrior"
"1177dc","14D078","10","正義の味方","Hero of Justice"
"1177e8","14D080","22","モンスターワールドＩＩ","Monster World II"
"117800","14D098|14D290|14D2D8","4","勇者","Hero"
"117808","14D09C","12","ドラゴンの罠","Dragon's Trap"
"117818","14D0A4","16","ガールズガーデン","Girl's Garden"
"11782c","14D0BC","10","花好き少女","Flower-loving Girl"
"117838","14D0C0","6","逃げる","Running Away"
"117840","14D0C4","16","花摘みアクション","Flower-picking Action"
"117854","14D0C8","24","キネティックコネクション","Kinetic Connection"
"117870","14D0E0","8","絵が動く","Moving Pictures"
"11787c","14D0E4","16","パネルを合わせる","Matching Panels"
"117890","14D0EC","22","ザ・クイズギアファイト","The Quiz Gear Fight"
"1178a8","14D108|14DDF8","4","雑学","Trivia"
"1178b0","14D10C|14D544|14DDFC","6","クイズ","Quiz"
"1178b8","14D110","24","ダイナマイト　ヘッディー","Dynamite Headdy"
"1178d4","14D128","10","頭と体が別","Separate Head and Body"
"1178e0","14D12C","10","スゴイやつ","Amazing Character"
"1178ec","14D134","18","ファンタシースター","Phantasy Star"
"117900","14D158","12","ゲーム図書館","SEGA Game Library"
"117910","14D170","6","図書館","Library"
"117918","14D174|14D198","16","ゲームがいっぱい","Lots of Games"
"11792c","14D178","10","通信ソフト","Communication Software"
"117938","14D17C","28","ゲームのかんづめ　Ｖｏｌ．１","Game no Kanzume Vol. 1"
"117958","14D194|14D1B8","8","かんづめ","Canned Game Collection"
"117964","14D1A0","28","ゲームのかんづめ　Ｖｏｌ．２","Game no Kanzume Vol. 2"
"117984","14D1BC","22","ゲームがいっぱい第２弾","2nd Batch of Canned Games"
"11799c","14D1E8","24","アフターハルマゲドン外伝","After Armageddon Gaiden"
"1179b8","14D200","8","破滅の後","After the Destruction"
"1179c4","14D204","10","エクリプス","Eclipse"
"1179d0","14D20C","20","幽々白書　魔強統一戦","Yu Yu Hakusho: Makyo Toitsusen"
"1179e8","14D224","8","幽々白書","Yu Yu Hakusho"
"1179f4","14D228","8","魔強統一","Demon Power Unification Battle"
"117a00","14D230","14","バハムート戦記","Bahamut Senki"
"117a10","14D24C","14","ドラゴンと人間","Dragon and Humans"
"117a20","14D254","6","ナイツ","NiGHTS"
"117a28","14D26C","10","不思議な国","Mysterious Land"
"117a34","14D270|14E19C","6","夢の中","Inside a Dream"
"117a3c","14D278","22","ストーリー　オブ　トア","Beyond Oasis"
"117a54","14D294","10","光を継ぐ者","Heir to the Light"
"117a60","14D29C","26","エコー・ザ・ドルフィンＣＤ","Ecco the Dolphin CD"
"117a7c","14D2B8","10","エコーの歌","Ecco's Song"
"117a88","14D2C0","18","ダーク・ウィザード","Dark Wizard"
"117a9c","14D2DC","16","蘇りし闇の魔導士","The Dark Sorcerer Revived"
"117ab0","14D308","6","阿修羅","Secret Command"
"117ab8","14D320","4","戦地","Battlefield"
"117ac0","14D324","4","傭兵","Mercenary"
"117ac8","14D32C","6","剣聖伝","Kenseiden"
"117ad0","14D344","10","古風な感じ","Traditional Style"
"117adc","14D348","10","物の怪退治","Monster Extermination"
"117ae8","14D350|14D36C","6","孔雀王","SpellCaster"
"117af0","14D368","4","法師","Monk"
"117af8","14D374","8","餓狼電鉄","Garou Dentetu"
"117b04","14D38C","12","終電ギリギリ","Last Train Rush"
"117b14","14D390","12","ラストバトル","Final Battle"
"117b24","14D394","20","イカす車掌アクション","Cool Conductor Action"
"117b3c","14D398","14","ボンバーレイド","Bomber Raid"
"117b4c","14D3B4","6","爆撃戦","Bombing Warfare"
"117b54","14D3BC","18","マスターズ　ゴルフ","Masters Golf"
"117b68","14D3D4","10","マスターズ","Masters"
"117b74","14D3D8|14D6A8","6","ゴルフ","Golf"
"117b7c","14D3E0","18","メイズ　ウォーカー","Maze Hunter 3D"
"117b90","14D3F8","8","迷路の中","Inside the Maze"
"117b9c","14D3FC","18","へんなのがいっぱい","Full of Strange Things"
"117bb0","14D404|14D9A4","26","ソニック・ザ・ヘッジホッグ","Sonic the Hedgehog"
"117bcc","14D41C|14D9BC","10","ハリネズミ","Hedgehog"
"117bd8","14D420|14D9C0","12","ハイスピード","High Speed"
"117be8","14D428|14D548","28","ソニック・ザ・ヘッジホッグ２","Sonic the Hedgehog 2"
"117c08","14D440|14D560|14D614|14D8C0|14D9E0|14DA04","8","青いヤツ","The Blue One"
"117c14","14D444|14D564","4","兄弟","Brothers"
"117c1c","14D44C","10","なぞぷよ２","Nazo Puyo 2"
"117c28","14D468","6","思考型","Puzzle Strategy"
"117c30","14D470","12","魔導物語ＩＩ","Madou Monogatari II"
"117c40","14D488","4","魔導","Magic"
"117c48","14D48C","6","１６才","16 Years Old"
"117c50","14D494","20","ドラゴンフォースＩＩ","Dragon Force II"
"117c68","14D4B0","12","神ありし大地","Land of the Gods"
"117c78","14D4B8","16","ボラゾン　ボール","Borazon Ball"
"117c8c","14D4D0","16","一世一代の大勝負","Once-in-a-Lifetime Gamble"
"117ca0","14D4D4","24","ハイリスク灰リターン小僧","High-Risk High-Reward Kid"
"117cbc","14D4D8","12","無重力レース","Zero Gravity Race"
"117ccc","14D4DC","18","カメレオン　キッド","Kid Chameleon"
"117ce0","14D4F4","10","カメレオン","Chameleon"
"117cec","14D4F8","4","小僧","Kid"
"117cf4","14D500","10","クライング","Bio-Hazard Battle"
"117d00","14D518","8","亜生命体","Proto-Lifeform"
"117d0c","14D51C","8","生存競争","Survival Competition"
"117d18","14D524","24","パーティークイズ　メガＱ","Party Quiz Mega Q"
"117d34","14D540","10","雑学ばっか","All About Trivia"
"117d40","14D56C","8","Ｅの食卓","E's Diner"
"117d4c","14D584","16","色とりどりの食材","Colorful Ingredients"
"117d60","14D588","14","たべられません","Not Edible"
"117d70","14D58C","22","食中毒注意報アクション","Food Poisoning Warning Action"
"117d88","14D590","8","なぞぷよ","Nazo Puyo"
"117d94","14D5A8","6","アルル","Arle"
"117d9c","14D5AC","4","ルー","Rulue"
"117da4","14D5B4","6","ペンゴ","Pengo"
"117dac","14D5D0","8","氷を使う","Ice-Based Gameplay"
"117db8","14D5D8","10","コラムス３","Columns III"
"117dc4","14D5F4","6","落ちる","Falling Blocks"
"117dcc","14D5FC","22","ソニック　スピンボール","Sonic Spinball"
"117de4","14D618","6","スピン","Spin"
"117dec","14D620","22","ファイナルファーマシー","Final Pharmacy VIII"
"117e04","14D638","22","世界の果てに１００店舗","100 Stores at World's End"
"117e1c","14D63C","14","どこよりも安い","Cheaper Than Anywhere"
"117e2c","14D640","16","薬屋経営ロープレ","Pharmacy Management RPG"
"117e40","14D644","12","タロットの館","House of Tarot"
"117e50","14D65C","10","不気味な館","Creepy Mansion"
"117e5c","14D660","12","魔女と守護神","Witch and Guardian Spirit"
"117e6c","14D668","10","魔導物語Ｉ","Madou Monogatari I"
"117e78","14D680","8","幼稚園児","Kindergartener"
"117e84","14D684","8","卒園試験","Graduation Exam"
"117e90","14D68C","18","バトルゴルファー唯","Battle Golfer Yui"
"117ea4","14D6A4","6","バトル","Battle"
"117eac","14D6B0","12","ＪＵＪＵ伝説","Toki: Going Ape Spit"
"117ebc","14D6C8","10","ジャングル","Jungle"
"117ec8","14D6CC","8","サル３匹","Three Monkeys"
"117ed4","14D6D4","4","夫誅","Husband Execution"
"117edc","14D6EC","12","酔っ払い末路","Drunken Man's Fate"
"117eec","14D6F0","8","深夜帰宅","Late Night Return Home"
"117ef8","14D6F4","30","鬼嫁ヒステリックアドベンチャー","Demonic Wife Adventure"
"117f18","14D6F8","24","ヴァルキリー　フロハイル","Valkyrie Frohaile"
"117f34","14D710","16","女戦士と露天風呂","Female Warrior and Hot Springs"
"117f48","14D714","12","ガードの硬さ","Strong Defense"
"117f58","14D718","12","入浴ロープレ","Bathing RPG"
"117f68","14D71C","10","戦場の女将","Matron of the Battlefield"
"117f74","14D734","14","手榴弾と割烹着","Hand Grenades and Aprons"
"117f84","14D738","20","平和を呼ぶ一振りの旗","Waving the Flag of Peace"
"117f9c","14D73C","24","おいでやすシューティング","Welcome Shooting"
"117fb8","14D740","10","オタルギア","Otalu Gear Solid"
"117fc4","14D758","8","カニと鍋","Crab and Hot Pot"
"117fd0","14D75C","22","白菜を入れてもいいか？","Can I Add Cabbage?"
"117fe8","14D760","24","爆発鍋奉行アドベンチャー","Explosive Hotpot Adventure"
"118004","14D764","6","駄犬×","Daken X"
"11800c","14D77C","6","野良犬","Stray Dog"
"118014","14D780","8","真剣確保","Serious Capture"
"118020","14D784","18","剣術捕獲アクション","Swordsmanship Capture Action"
"118034","14D788","16","オイラン　キング","Oilan King"
"118048","14D7A0","20","雄大な自然と千尋の谷","Deep Valleys, Majestic Nature"
"118060","14D7A4","18","弱肉強食サバイバル","Survival of the Fittest"
"118074","14D7A8","14","着物アクション","Kimono Action"
"118084","14D7AC","12","タントアール","Tant-R"
"118094","14D7C4","12","ミニゲーム集","Minigame Collection"
"1180a4","14D7C8","10","沢山遊べる","Lots to Play"
"1180b0","14D7CC|14D7F0|14D814|14D838","18","パズル＆アクション","Puzzle & Action"
"1180c4","14D7D0","16","イチダントアール","Ichidant-R"
"1180d8","14D7E8","18","もっとミニゲーム集","Even More Minigame Collection"
"1180ec","14D7EC","16","もっと沢山遊べる","Even More to Play"
"118100","14D7F4","18","宿題がタントアール","Shukudai ga Tant-R"
"118114","14D80C","20","ミニゲームがいっぱい","Packed with Minigames"
"11812c","14D810","20","クイズも入れてみよう","Let's Add Some Quizzes"
"118144","14D818","22","廊下にイチダントアール","Rouka ni Ichidant-R"
"11815c","14D830","26","もっとミニゲームがいっぱい","Even More Minigames"
"118178","14D834","26","もっとクイズも入れてみよう","Even More Quizzes"
"118194","14D83C","14","ロックンボルト","Rock'n Bolt"
"1181a4","14D854","8","建設途中","Under Construction"
"1181b0","14D858","14","スパナとボルト","Spanner and Bolts"
"1181c0","14D860","14","ロレッタの肖像","Loretta's Portrait"
"1181d0","14D878","14","ホームズもどき","Holmes Wannabe"
"1181e0","14D87C","8","絵画探し","Painting Search"
"1181ec","14D884","18","ワールド　サッカー","World Soccer"
"118200","14D89C","10","世界の舞台","On the World Stage"
"11820c","14D8A8","28","ソニック・ザ・ヘッジホッグ３","Sonic the Hedgehog 3"
"11822c","14D8C4","8","ライバル","Rival"
"118238","14D8CC","14","風邪のクロノラ","Klonola's Cold"
"118248","14D8E4","4","病気","Illness"
"118250","14D8E8","10","早めの対処","Early Treatment"
"11825c","14D8EC","20","風邪っぴきアクション","Sickly Action"
"118274","14D8F0|14DE90","18","スーパーモナコＧＰ","Super Monaco GP"
"118288","14D908|14DEAC","6","モナコ","Monaco"
"118290","14D914","18","ロイアル・ストーン","Royal Stone"
"1182a4","14D92C","4","王室","Royal Family"
"1182ac","14D930","14","開かれし時の扉","The Door of Time Opened"
"1182bc","14D938|14DCF8","14","ワンダーボーイ","Wonder Boy"
"1182cc","14D950","18","ジャングルと原住民","Jungle and Natives"
"1182e0","14D954","18","横スクロールで進む","Side-Scrolling Adventure"
"1182f4","14D95C","22","チャンピオンボクシング","Champion Boxing"
"11830c","14D974","14","赤と緑のパンツ","Red and Green Shorts"
"11831c","14D97C","18","スポーツアクション","Sports Action"
"118330","14D980","16","ウイ・ザ・ドリー","We the Dorry"
"118344","14D998","14","夜空を見上げて","Looking Up at the Night Sky"
"118354","14D99C","20","羊の星に想いを馳せる","Dreaming of the Sheep Star"
"11836c","14D9A0","16","暗中模索ロープレ","Groping in the Dark RPG"
"118380","14D9C8","18","ソニック　ドリフト","Sonic Drift"
"118394","14D9E4","8","ドリフト","Drift"
"1183a0","14D9EC","18","ソニックラビリンス","Sonic Labyrinth"
"1183b4","14DA08","4","迷宮","Labyrinth"
"1183bc","14DA10","18","スーパーハングオン","Super Hang-On"
"1183d0","14DA28","8","ライダー","Rider"
"1183dc","14DA2C","8","超バイク","Superbike"
"1183e8","14DA30","12","バイクレース","Motorbike Racing"
"1183f8","14DA34","10","スッポーン","Sppon"
"118404","14DA4C","10","赤い風と炎","Red Wind and Flames"
"118410","14DA50","8","精力増強","Strength Booster"
"11841c","14DA54","18","亀もどきアクション","Turtle-like Action"
"118430","14DA58","8","忍者外伝","Ninja Gaiden"
"11843c","14DA70","14","海を渡った忍者","The Ninja Who Crossed the Sea"
"11844c","14DA74","4","活躍","Heroic Deeds"
"118454","14DA7C","18","ドラゴンクリスタル","Dragon Crystal"
"118468","14DA98","12","ツラニの迷宮","Tsurani's Labyrinth"
"118478","14DAA0","16","シャドーダンサー","Shadow Dancer"
"11848c","14DAB8","8","犬と忍者","Dog and Ninja"
"118498","14DABC","6","影の命","Shadow's Mission"
"1184a0","14DAE8","14","パット＆パター","Putt & Putter"
"1184b0","14DB00","12","変なグリーン","Weird Green"
"1184c0","14DB04","6","パット","Putt"
"1184c8","14DB0C","32","スーパーリアル　バスケットボール","Super Real Basketball"
"1184ec","14DB24","14","スーパーリアル","Super Real"
"1184fc","14DB28","6","バスケ","Basketball"
"118504","14DB30","26","エターナル　チャンピオンズ","Eternal Champions"
"118520","14DB48","8","強いヤツ","Strong Fighters"
"11852c","14DB4C","6","武士道","Bushido"
"118534","14DB54","18","バーチャレーシング","Virtua Racing"
"118548","14DB6C","10","ドライバー","Driver"
"118554","14DB70","10","３Ｄの表現","3D Expression"
"118560","14DB78","16","アウトランナーズ","OutRunners"
"118574","14DB90|14DECC","12","ドライブ気分","Driving Feel"
"118584","14DB94","6","渋い車","Classic Cars"
"11858c","14DB9C","14","ラグナセンティ","Crusader of Centy"
"11859c","14DBB4","14","主人公は女の子","Teen Protagonist"
"1185ac","14DBB8","8","新創世記","New Genesis"
"1185b8","14DBC0","18","バーチャファイター","Virtua Fighter"
"1185cc","14DBD8","10","武術の達人","Martial Arts Master"
"1185d8","14DBDC","6","ケンカ","Brawl"
"1185e0","14DBE4","24","ＳＵＰＥＲ　ＬＥＡＧＵＥ","Super League"
"1185fc","14DBFC|14DEA8|14DF5C","8","スーパー","Super"
"118608","14DC08","20","マージャンＣＯＰ　竜","Mahjong Cop Ryuu"
"118620","14DC20","6","ＣＯＰ","Cop"
"118628","14DC24","10","マージャン","Mahjong"
"118634","14DC2C","12","バーミリオン","Sword of Vermilion"
"118644","14DC44","4","中世","Medieval"
"11864c","14DC48","8","勇者と馬","Hero and Horse"
"118658","14DC50","10","雀皇登竜門","Janou Touryuumon"
"118664","14DC6C","8","プロ麻雀","Pro Mahjong"
"118670","14DC74","20","バーチャファイター２","Virtua Fighter 2"
"118688","14DC8C","16","もっと武術の達人","More Martial Arts Masters"
"11869c","14DC90","12","さらにケンカ","Even More fights"
"1186ac","14DC98","18","しぬときはいっしょ","Together Until Death"
"1186c0","14DCB0","12","仲良しこよし","Best Friends Forever"
"1186d0","14DCB4","14","ペットは大事に","Take Care of Your Pets"
"1186e0","14DCB8","20","人生シミュレーション","Life Simulation"
"1186f8","14DCBC","14","クラックダウン","Crack Down"
"118708","14DCD4","4","二人","Two Players"
"118710","14DCD8","4","爆発","Explosions"
"118718","14DCE0","14","モンスターレア","Monster Lair"
"118728","14DCFC","14","男の子と女の子","Boy and Girl"
"118738","14DD04","16","ジュエルマスター","Jewel Master"
"11874c","14DD1C","8","宝石職人","Jeweler"
"118758","14DD20","12","世の中を救う","Saving the World"
"118768","14DD28","30","バーチャファイター　リミックス","Virtua Fighter Remix"
"118788","14DD40","8","バーチャ","Virtua"
"118794","14DD44","10","ファイター","Fighter"
"1187a0","14DD4C","18","ツケモノモンスター","Tsukemono Monsters"
"1187b4","14DD64","18","みんなでゲットだ！","Gotta Catch Them All!"
"1187c8","14DD68","16","桶に潜むヤバイ謎","Mystery Lurking in the Tub"
"1187dc","14DD6C","16","暴露収集ロープレ","Expose Collection RPG"
"1187f0","14DD70","16","アローフラッシュ","Arrow Flash"
"118804","14DD88","14","女の子の戦闘員","Girl Fighter"
"118814","14DD8C","10","ロボで戦う","Battle with Robots"
"118820","14DD94","22","ワールドカップサッカー","World Cup Soccer"
"118838","14DDAC","14","ワールドカップ","World Cup"
"118848","14DDB8","12","ＡＸ−１０１","AX-101"
"118858","14DDD0","10","宇宙戦闘機","Space Fighter"
"118864","14DDD4","8","宇宙空間","Outer Space"
"118870","14DDDC","30","クイズスクランブル　スペシャル","Quiz Scramble Special"
"118890","14DDF4","4","博士","Professor"
"118898","14DE00","16","セガ　クラシック","SEGA Classic Arcade Collection"
"1188ac","14DE18","10","昔のゲーム","Old Games"
"1188b8","14DE1C","14","１本なのにお得","A Single Game but a Great Deal"
"1188c8","14DE24","30","ソニック・ザ・ヘッジホッグＣＤ","Sonic CD"
"1188e8","14DE3C|14E0A4","8","ソニック","Sonic"
"1188f4","14DE40","12","メカソニック","Mecha Sonic"
"118904","14DE48","28","ダイナミックカントリークラブ","Dynamic Country Club"
"118924","14DE60","12","ダイナミック","Dynamic"
"118934","14DE64","8","ゴルフ場","Golf course"
"118940","14DE6C","12","夢見館の物語","Mansion of Hidden Souls"
"118950","14DE84","8","屋敷と蝶","Mansion and Butterflies"
"11895c","14DE88","4","探索","Exploration"
"118964","14DEB4","18","ターボ　アウトラン","Turbo OutRun"
"118978","14DED0","14","ターボ機能搭載","Turbo Function Equipped"
"118988","14DED8","14","ゲイルレーサー","Gale Racer"
"118998","14DEF0","16","一癖ありそうな車","A Car with a Quirk"
"1189ac","14DEFC","12","ズーム９０９","Zoom 909"
"1189bc","14DF14","10","宇宙っぽい","Space-Themed"
"1189c8","14DF20","34","メモリアルセレクション　ＶＯＬ．１","Memorial Selection Vol. 1"
"1189ec","14DF3C","4","お得","Great Deal"
"1189f4","14DF44","16","ＳＵＰＥＲ大戦略","Super Daisenryaku"
"118a08","14DF60","20","兵器カタログを付ける","Weapons Catalog Included"
"118a20","14DF68","34","ＡＤＶＡＮＣＥＤ　ＷＯＲＬＤＷＡＲ","Advanced World War"
"118a44","14DF80|14DFA4","6","大戦略","Grand Strategy"
"118a4c","14DF84","14","千年帝国の興亡","Story of the 1,000 Year Empire"
"118a5c","14DF8C","34","ＷＯＲＬＤ　ＡＤＶＡＮＣＥＤ大戦略","Iron Storm"
"118a80","14DFA8","10","鋼鉄の戦風","Steel Tempest"
"118a8c","14DFB0","4","サイ","Sai"
"118a94","14DFC8","14","サイで行こう！","Let's Go with Sai!"
"118aa4","14DFCC","24","転んでもタダでは起きない","Never Go Down Without a Fight"
"118ac0","14DFD0","14","動物転倒パズル","Animal Tumble Puzzle"
"118ad0","14DFD4","22","クロックワーク　ナイト","Clockwork Knight"
"118ae8","14DFEC","8","おもちゃ","Toys"
"118af4","14DFF8","14","パワードリフト","Power Drift"
"118b04","14E010","6","パワー","Power"
"118b0c","14E014","8","ワイルド","Wild"
"118b18","14E01C","22","ハングオン　ＧＰ’９５","Hang-On GP '95"
"118b30","14E038","10","ハングオン","Hang-On"
"118b3c","14E03C|14E114","12","セガスポーツ","Sega Sports"
"118b4c","14E040","12","真説・夢見館","Mansion of Hidden Souls"
"118b5c","14E058","8","新しい説","A New Theory"
"118b68","14E05C","16","扉の奥に誰かが…","Someone's Behind the Door..."
"118b7c","14E064","16","ドラゴンフォース","Dragon Force"
"118b90","14E080","6","竜の力","Power of the Dragon"
"118b98","14E088","14","ソニックジャム","Sonic Jam"
"118ba8","14E0A0","8","サタコレ","SataKore"
"118bb4","14E0AC","22","テラ　ファンタスティカ","Terra Phantastica"
"118bcc","14E0C4","4","砂漠","Desert"
"118bd4","14E0C8","12","少女と二人旅","Journey with a Girl"
"118be4","14E0D0","18","ＤＥＥＰ　ＦＥＡＲ","Deep Fear"
"118bf8","14E0E8","4","深海","Deep Sea"
"118c00","14E0EC","12","恐怖の出来事","Terrifying Event"
"118c10","14E0F4","12","デカスリート","DecAthlete"
"118c20","14E10C","8","陸上競技","Track & Field"
"118c2c","14E110","8","記録更新","Record-Breaking"
"118c38","14E118","4","十鳩","To Hato"
"118c40","14E130","24","みんなで仲良く食べに来る","Coming Together to Eat"
"118c5c","14E134","20","首フリが攻撃的な恋愛","Head Tilting Courtship Action"
"118c74","14E138","20","豆まきアドベンチャー","Bean-Throwing Adventure"
"118c8c","14E13C","18","むきむきホモリアル","Muki Muki Homorial"
"118ca0","14E154","22","誰も相手にしてくれない","No One Will Talk to You"
"118cb8","14E158","8","筋肉恋愛","Muscle-bound Romance"
"118cc4","14E15C","20","戦略シミュレーション","Strategy Simulation"
"118cdc","14E160","14","エクスランザー","Ranger-X"
"118cec","14E178","6","近未来","Near Future"
"118cf4","14E17C","8","ロボット","Robots"
"118d00","14E184","16","クリスマスナイツ","Christmas NiGHTS"
"118d14","14E1A0","8","夢の住人","Dream Dwellers"
"118d20","14E1A8","8","ロリーＸ","Lolly-X"
"118d2c","14E1C0","10","青春の暴走","Reckless Youth"
"118d38","14E1C4","24","大人達はわかってくれない","Adults Just Don't Understand"
"118d54","14E1C8","12","無免許レース","Unlicensed Racing"
"118d64","14E1CC","10","トロメイド","Toromaid"
"118d70","14E1E4","20","つい頭をなでたくなる","You Just Wanna Pat Her Head"
"118d88","14E1E8","24","マヌケでドジでノロマな娘","Clumsy, Foolish, and Slow Girl"
"118da4","14E1EC","18","恋愛育成アクション","Romance Training Action"
"118db8","14E1F0","6","ソース","Sauce"
"118dc0","14E208","14","幻想食卓調味料","Fantasy Culinary Seasoning"
"118dd0","14E20C","10","隠し味追求","The Pursuit of Hidden Flavors"
"118ddc","14E214","18","極悪同盟ダンプ松本","Pro Wrestling"
"118df0","14E22C","12","四角いマット","Squared Mat"
"118e00","14E230","6","ダンプ","Dump"
"118e08","14E238","18","超昆虫要塞アリノス","Super Insect Fortress Arinos"
"118e1c","14E250","10","超昆虫要塞","Super Insect Fortress"
"118e28","14E254","16","コミカル生存競争","Comical Survival Competition"
"118e3c","14E258","24","昆虫恋愛シミュレーション","Insect Romance Simulation"
"118e58","14E2EC","10","もけけけ姫","Mokekeke Princess"
"118e64","14E304","12","自然回帰主義","Return to Nature's Ideals"
"118e74","14E308","8","愛と感動","Love and Emotion"
"118e80","14E30C","18","歴史超大作ロープレ","Epic Historical RPG"
"118e94","14E310","14","近所プリンセス","Neighborhood Princess"
"118ea4","14E328","6","お姫様","Princess"
"118eac","14E32C","14","お忍びで買い物","Secret Shopping Trip"
"118ebc","14E330","14","大根アクション","Daikon Action"
"118ecc","14E334","10","シェムーン","Shemuun"
"118ed8","14E34C","16","茨城県歴史超大作","Ibaraki Prefecture Epic"
"118eec","14E350","14","愛と涙と感動の","A Story of Love and Emotion"
"118efc","14E354","14","フリーロープレ","Free RPG"
"118f0c","14E358","8","薔薇兄貴","Rose Brothers"
"118f18","14E374","6","３兄弟","Three Siblings"
